date,symbol,open,high,low,close,volume,volume To
2018-06-04,BTCGBP,5794.99,5814.99,5610.06,5650.86,191.5,1086047.6
2018-06-03,BTCGBP,5735.33,5891.99,5713.54,5794.99,135.33,784188.98
2018-06-02,BTCGBP,5652.36,5774.17,5615.42,5735.33,147.72,846808.68
2018-06-01,BTCGBP,5652.51,5744.08,5550.49,5652.36,158.06,890300.19
2018-05-31,BTCGBP,5575.57,5730.13,5541.04,5652.51,175.81,996894.16
2018-05-30,BTCGBP,5654.99,5700,5505.16,5575.57,209.94,1177363.16
2018-05-29,BTCGBP,5356.28,5703.32,5326.78,5654.99,269.75,1502863.58
2018-05-28,BTCGBP,5554.49,5585,5343.94,5356.28,233.88,1272703.02
2018-05-27,BTCGBP,5529.89,5560,5450.01,5554.49,141.83,782374.72
2018-05-26,BTCGBP,5645,5730,5502.01,5529.89,146.7,828815.4
2018-05-25,BTCGBP,5686.69,5739.97,5525.06,5645,225.88,1269787.92
2018-05-24,BTCGBP,5638.06,5790,5435.01,5686.69,292.56,1639986.73
2018-05-23,BTCGBP,5961.19,5991.84,5610,5638.06,372.68,2162109.64
2018-05-22,BTCGBP,6272,6288.71,5942.7,5961.19,158.85,971896.42
2018-05-21,BTCGBP,6338.92,6415.62,6223.84,6272,137.53,868325.67
2018-05-20,BTCGBP,6137.39,6389.3,6100.6,6338.92,135.77,851525.83
2018-05-19,BTCGBP,6143.47,6253.5,6079.88,6137.39,94.73,582953.73
2018-05-18,BTCGBP,5987.83,6166.77,5892.95,6143.47,172.56,1041320.67
2018-05-17,BTCGBP,6184.53,6244.64,5937.4,5987.83,189.55,1159773.56
2018-05-16,BTCGBP,6303.74,6310.92,6034.79,6184.53,241.32,1486917.14
2018-05-15,BTCGBP,6410.22,6552.14,6261.01,6303.74,195.66,1250483.84
2018-05-14,BTCGBP,6432.28,6580,6136.61,6410.22,251.64,1597551.21
2018-05-13,BTCGBP,6279.7,6495.04,6208.72,6432.28,187.38,1195176.31
2018-05-12,BTCGBP,6230,6429.98,6091.88,6279.7,261.92,1636849.87
2018-05-11,BTCGBP,6683.82,6690.06,6168.82,6230,380.27,2439610.01
2018-05-10,BTCGBP,6894.95,6959.38,6675.06,6683.82,208.54,1432277.07
2018-05-09,BTCGBP,6796.59,6925.1,6653.5,6894.95,180.58,1230478.32
2018-05-08,BTCGBP,6924.59,6987.57,6718.02,6796.59,185.61,1267992.48
2018-05-07,BTCGBP,7105.77,7124.12,6810.67,6924.59,179.12,1239035.8
2018-05-06,BTCGBP,7262.67,7340.5,6950.03,7105.77,173.91,1232661.51
2018-05-05,BTCGBP,7178.63,7370.84,7150.02,7262.67,230.03,1674145.54
2018-05-04,BTCGBP,7191.9,7222.39,7033.99,7178.63,231.38,1655087.2
2018-05-03,BTCGBP,6790,7226.77,6760.69,7191.9,255.55,1780382.29
2018-05-02,BTCGBP,6675.14,6835.85,6616.5,6790,183.74,1234411.01
2018-05-01,BTCGBP,6727.98,6729.59,6480.07,6675.14,260.24,1713014.52
2018-04-30,BTCGBP,6837.05,6845,6650.71,6727.98,226.26,1529164.2
2018-04-29,BTCGBP,6788.81,6871.97,6691.3,6837.05,204.43,1387432.77
2018-04-28,BTCGBP,6485.01,6837.43,6460,6788.81,297.84,2006095.95
2018-04-27,BTCGBP,6686.96,6824.78,6485.01,6485.01,287.42,1920858.49
2018-04-26,BTCGBP,6372.19,6690,6235,6686.96,289.85,1855545.05
2018-04-25,BTCGBP,6950,7000.28,6250.1,6372.19,683.02,4486973.59
2018-04-24,BTCGBP,6445.39,7000,6435.99,6950,534.07,3600362.23
2018-04-23,BTCGBP,6328.45,6494.99,6305.02,6445.39,223.88,1434943.1
2018-04-22,BTCGBP,6369.34,6474.99,6263.95,6328.45,261.55,1669661.23
2018-04-21,BTCGBP,6370.07,6500,6177.7,6369.34,329.42,2082758.57
2018-04-20,BTCGBP,5910.77,6452.37,5881.71,6370.07,447.5,2730369.16
2018-04-19,BTCGBP,5776.77,5917.06,5735,5910.77,263.78,1538601.39
2018-04-18,BTCGBP,5552.94,5809.99,5540.01,5776.77,231.91,1322292.28
2018-04-17,BTCGBP,5646.32,5724.69,5506,5552.94,290.07,1635595.62
2018-04-16,BTCGBP,5898.04,5924.99,5450.81,5646.32,367.75,2072750.32
2018-04-15,BTCGBP,5661.01,5935.16,5661.01,5898.04,304.69,1778879.18
2018-04-14,BTCGBP,5537.11,5770.54,5518.13,5661.01,243.92,1381884.14
2018-04-13,BTCGBP,5592.49,5800,5429.98,5537.11,576.77,3264005.22
2018-04-12,BTCGBP,4929.56,5700,4806.06,5592.49,675.83,3610900.5
2018-04-11,BTCGBP,4848.68,4946.93,4822.9,4929.56,214.94,1051888.51
2018-04-10,BTCGBP,4818.98,4880.1,4730.51,4848.68,220.18,1060320.78
2018-04-09,BTCGBP,5012.98,5109.99,4720,4818.98,327.29,1592800.68
2018-04-08,BTCGBP,4908.78,5077.52,4908.78,5012.98,135.71,678102.53
2018-04-07,BTCGBP,4724.69,5080.52,4715.46,4908.78,329.67,1629992.55
2018-04-06,BTCGBP,4863.97,4910.34,4650.81,4724.69,300.69,1424756.17
2018-04-05,BTCGBP,4861.19,4965,4705.86,4863.97,346.85,1680234.35
2018-04-04,BTCGBP,5314.01,5346.47,4791.7,4861.19,391.99,1962319.48
2018-04-03,BTCGBP,5039.89,5390,5032.6,5314.01,352.37,1863229.1
2018-04-02,BTCGBP,4878.94,5091.23,4850.45,5039.89,266.08,1331037.1
2018-04-01,BTCGBP,4969.01,5049.99,4634,4878.94,469.87,2260283.89
2018-03-31,BTCGBP,4907.86,5174.99,4876.81,4969.01,351.35,1770020.61
2018-03-30,BTCGBP,5071.26,5214.25,4703.93,4907.86,762.96,3747832.12
2018-03-29,BTCGBP,5669.29,5690.48,4905.25,5071.26,609.01,3216383.97
2018-03-28,BTCGBP,5525.1,5760,5501.01,5669.29,220.26,1243602.75
2018-03-27,BTCGBP,5753.49,5784.59,5467,5525.1,293.47,1658085.55
2018-03-26,BTCGBP,6019.09,6084.99,5532.49,5753.49,485.38,2775087.74
2018-03-25,BTCGBP,6077.19,6181.79,5995.67,6019.09,183.64,1116408.92
2018-03-24,BTCGBP,6325.01,6400,6062.5,6077.19,189.04,1187866.37
2018-03-23,BTCGBP,6210,6331.35,5899.42,6325.01,217.8,1321443.91
2018-03-22,BTCGBP,6380.71,6485,6053.57,6210,253.39,1576650.41
2018-03-21,BTCGBP,6391.81,6581,6287.51,6380.71,313.01,2017054.46
2018-03-20,BTCGBP,6161.97,6500,5958.14,6391.81,368.81,2307747.78
2018-03-19,BTCGBP,5923.75,6231.09,5802.8,6161.97,479.74,2892025.66
2018-03-18,BTCGBP,5661.7,5999.99,5245.98,5923.75,788.96,4370051.34
2018-03-17,BTCGBP,5982.86,6040,5510.79,5661.7,381.56,2193597.62
2018-03-16,BTCGBP,5970.3,6212.33,5750,5982.86,282.21,1702180.35
2018-03-15,BTCGBP,5922.03,6100,5524.33,5970.3,538.19,3139849.91
2018-03-14,BTCGBP,6601.42,6742.25,5672.57,5922.03,642.67,3919197.37
2018-03-13,BTCGBP,6596.37,6871.6,6440.05,6601.42,247.29,1630285.48
2018-03-12,BTCGBP,6952.13,7182.99,6363.94,6596.37,383.08,2593810.4
2018-03-11,BTCGBP,6399.78,7056.1,6200.11,6952.13,338.22,2228814.3
2018-03-10,BTCGBP,6765.78,6943.32,6350.72,6399.78,308.33,2070905.1
2018-03-09,BTCGBP,6774.73,6860.9,6110,6765.78,755.7,4898649.68
2018-03-08,BTCGBP,7224.42,7373.52,6621.01,6774.73,514.96,3599261.38
2018-03-07,BTCGBP,7792.17,7900,6829.62,7224.42,618.52,4526718.65
2018-03-06,BTCGBP,8366.71,8366.71,7640.3,7792.17,414.01,3293169.18
2018-03-05,BTCGBP,8357.26,8471,8271.89,8366.71,241.22,2021667.49
2018-03-04,BTCGBP,8295.9,8364,8079,8357.26,212.0,1739235.12
2018-03-03,BTCGBP,7999.69,8384.9,7999.69,8295.9,306.82,2531342.1
2018-03-02,BTCGBP,7971.66,8146.86,7874,7999.69,274.22,2195887.83
2018-03-01,BTCGBP,7579.39,8019.99,7486.91,7971.66,287.55,2255488.77
2018-02-28,BTCGBP,7678.87,7996.99,7544.57,7579.39,331.2,2552840.96
2018-02-27,BTCGBP,7417.33,7800,7324,7678.87,327.45,2507029.77
2018-02-26,BTCGBP,6937.07,7512.11,6717.82,7417.33,344.76,2487760.14
2018-02-25,BTCGBP,7007.49,7097.69,6721,6937.07,268.0,1849488.19
2018-02-24,BTCGBP,7335.65,7559.7,6788.88,7007.49,356.77,2527557.53
2018-02-23,BTCGBP,7102.53,7539.99,6910.96,7335.65,414.54,3011961.08
2018-02-22,BTCGBP,7570,7966.58,7040.29,7102.53,492.83,3623128.59
2018-02-21,BTCGBP,8071.28,8156.2,7354,7570,569.47,4400214.09
2018-02-20,BTCGBP,8081.99,8521.13,7904,8071.28,552.76,4584056.08
2018-02-19,BTCGBP,7492.08,8105.94,7401.05,8081.99,328.3,2595062.35
2018-02-18,BTCGBP,8010,8150,7255.32,7492.08,551.11,4239571.22
2018-02-17,BTCGBP,7331.53,8037.73,7250.01,8010,469.77,3641445.14
2018-02-16,BTCGBP,7223.99,7362.86,6916.68,7331.53,369.45,2647320.7
2018-02-15,BTCGBP,6858.41,7383.6,6748.01,7223.99,782.31,5531968.21
2018-02-14,BTCGBP,6228.65,6869.77,6219.47,6858.41,526.59,3496767.03
2018-02-13,BTCGBP,6492.46,6500,6112.2,6228.65,362.7,2275793.86
2018-02-12,BTCGBP,5916.45,6528,5916.45,6492.46,474.3,3000697.68
2018-02-11,BTCGBP,6250,6250,5750,5916.45,430.56,2581562.82
2018-02-10,BTCGBP,6324.43,6600,5965.73,6250,623.76,3910280.14
2018-02-09,BTCGBP,5984.27,6360.59,5600.85,6324.43,559.54,3368408.07
2018-02-08,BTCGBP,5472.18,6250,5466.01,5984.27,704.17,4208501.01
2018-02-07,BTCGBP,5582.49,6277.77,5221.97,5472.18,1326.03,7729762.08
2018-02-06,BTCGBP,5035.17,5774.42,4189.4,5582.49,2142.6,10723209.59
2018-02-05,BTCGBP,5856.84,5992.55,4571,5035.17,1651.89,8588488.75
2018-02-04,BTCGBP,6619.1,6716.12,5613.22,5856.84,663.52,4029138.7
2018-02-03,BTCGBP,6304.25,6820.93,5819.1,6619.1,653.1,4227651.53
2018-02-02,BTCGBP,6340.84,6537.38,5222.13,6304.25,1886.71,11261162.57
2018-02-01,BTCGBP,7195.46,7249.99,5850,6340.84,1197.47,7780416.3
2018-01-31,BTCGBP,7100,7345,6825.01,7195.46,532.71,3782711.34
2018-01-30,BTCGBP,8009.05,8012.01,6935,7100,686.25,5063961.83
2018-01-29,BTCGBP,8272.27,8299.34,7820.52,8009.05,380.26,3033649.54
2018-01-28,BTCGBP,8098.99,8338.5,8050,8272.27,287.71,2353371.46
2018-01-27,BTCGBP,7944.97,8209.99,7735.62,8098.99,300.39,2405992.09
2018-01-26,BTCGBP,7976.46,8200,7351.06,7944.97,483.67,3746598.03
2018-01-25,BTCGBP,8052.08,8188.99,7703.46,7976.46,345.29,2748279.57
2018-01-24,BTCGBP,7816.28,8162.45,7566.71,8052.08,339.97,2685678.35
2018-01-23,BTCGBP,7805.66,8226.28,7250,7816.28,518.0,4012417.27
2018-01-22,BTCGBP,8390,8653.78,7250.01,7805.66,695.0,5418366.36
2018-01-21,BTCGBP,9348,9348,8100.01,8390,493.81,4233113.65
2018-01-20,BTCGBP,8412.99,9501.96,8403.91,9348,411.38,3770851.19
2018-01-19,BTCGBP,8240,8750,8061.94,8412.99,456.81,3846554.73
